directory	file	line	function	property kind	status	property
2019/yang	prog.c	22	main	signed_overflow	Unknown	q + 1 ≤ 2147483647
2019/yang	prog.c	22	main	precondition of fclose	Unknown	valid_stream: \valid(stream)
2019/yang	prog.c	22	main	mem_access	Unknown	\valid_read(Z)
2019/yang	prog.c	22	main	precondition of fopen	Unknown	valid_filename: valid_read_string(filename)
2019/yang	prog.c	22	main	precondition of perror	Unknown	valid_string_s: valid_read_string(s)
2019/yang	prog.c	22	main	signed_overflow	Unknown	(int)(q - p) + 2 ≤ 2147483647
2019/yang	prog.c	22	main	signed_overflow	Unknown	q - p ≤ 2147483647
2019/yang	prog.c	22	main	signed_overflow	Unknown	H * (int)(-((int)(~t))) ≤ 2147483647
2019/yang	prog.c	22	main	initialization	Unknown	\initialized(&(U + tmp_17)->y)
2019/yang	prog.c	22	main	mem_access	Unknown	\valid_read(&(U + tmp_17)->y)
2019/yang	prog.c	22	main	initialization	Unknown	\initialized(&(U + h)->y)
2019/yang	prog.c	22	main	mem_access	Unknown	\valid_read(&(U + h)->y)
2019/yang	prog.c	22	main	signed_overflow	Unknown	(U + h)->y - y ≤ 2147483647
2019/yang	prog.c	22	main	signed_overflow	Unknown	-2147483648 ≤ (U + h)->y - y
2019/yang	prog.c	22	main	initialization	Unknown	\initialized(&(U + h)->x)
2019/yang	prog.c	22	main	mem_access	Unknown	\valid_read(&(U + h)->x)
2019/yang	prog.c	22	main	signed_overflow	Unknown	-2147483648 ≤ x - (U + h)->x
2019/yang	prog.c	22	main	signed_overflow	Unknown	x - (U + h)->x ≤ 2147483647
2019/yang	prog.c	22	main	initialization	Unknown	\initialized(&(U + h)->z)
2019/yang	prog.c	22	main	mem_access	Unknown	\valid_read(&(U + h)->z)
2019/yang	prog.c	23	main	signed_overflow	Unknown	q - y ≤ 2147483647
FRAMAC_SHARE/libc	stdio.h	120	fclose	precondition	Unknown	valid_stream: \valid(stream)
FRAMAC_SHARE/libc	stdio.h	150	fopen	precondition	Unknown	valid_filename: valid_read_string(filename)
FRAMAC_SHARE/libc	stdio.h	260	fgetc	precondition	Unknown	valid_stream: \valid(stream)
FRAMAC_SHARE/libc	stdio.h	283	fputc	precondition	Unknown	valid_stream: \valid(stream)
FRAMAC_SHARE/libc	stdio.h	486	perror	precondition	Unknown	valid_string_s: valid_read_string(s)
FRAMAC_SHARE/libc	stdlib.h	599	abs	precondition	Unknown	abs_representable: j > -2147483647 - 1
